transaction_id,amount,merchant,location,timestamp,card_number,is_fraud
TXN00142,387.89,Starbucks,"Jacksonville, FL",2025-10-07T12:16:13,****4777,0
TXN00160,146.18,Home Depot,"Houston, TX",2025-09-22T12:42:13,****4241,0
TXN00856,23.19,Shell Gas,"Chicago, IL",2025-09-30T16:21:13,****9418,0
TXN00923,66.65,Target,"Austin, TX",2025-10-05T17:56:13,****3406,0
TXN00039,7.45,Amazon,"Philadelphia, PA",2025-10-19T10:15:13,****8953,0
TXN00920,73.05,Home Depot,"Houston, TX",2025-10-08T04:46:13,****2856,0
TXN00806,34.34,Walmart,"Chicago, IL",2025-09-29T06:38:13,****3611,0
TXN00586,79.23,McDonald's,"Dallas, TX",2025-09-28T11:33:13,****7046,0
TXN00754,265.19,Apple Store,"Los Angeles, CA",2025-10-21T09:50:13,****7131,0
TXN00570,32.22,Shell Gas,"Chicago, IL",2025-10-19T08:42:13,****4613,0
TXN00524,128.5,Costco,"San Diego, CA",2025-10-17T16:05:13,****5521,0
TXN00567,5.0,Shell Gas,"San Jose, CA",2025-10-20T05:32:13,****8939,0
TXN00896,144.47,Amazon,"Philadelphia, PA",2025-10-14T05:47:13,****8145,0
TXN00982,4907.18,Foreign Exchange,"Jacksonville, FL",2025-09-30T12:00:13,****8987,1
TXN00678,756.28,CVS Pharmacy,"New York, NY",2025-09-26T23:18:13,****7363,0
TXN00666,64.05,Target,"San Jose, CA",2025-10-08T05:07:13,****9128,0
TXN00228,10.84,Home Depot,"Los Angeles, CA",2025-09-25T10:06:13,****5583,0
TXN00308,22.48,CVS Pharmacy,"San Diego, CA",2025-10-20T10:49:13,****4891,0
TXN00007,583.37,Starbucks,"Los Angeles, CA",2025-10-19T11:10:13,****6635,0
TXN00310,40.31,Best Buy,"Dallas, TX",2025-10-14T11:41:13,****8684,0
TXN00139,184.99,Home Depot,"Jacksonville, FL",2025-10-06T10:31:13,****2524,0
TXN00531,142.29,CVS Pharmacy,"Jacksonville, FL",2025-10-01T09:56:13,****4971,0
TXN00017,11.95,Amazon,"Philadelphia, PA",2025-10-09T12:19:13,****6155,0
TXN00872,16.49,Home Depot,"Austin, TX",2025-09-27T12:49:13,****7950,0
TXN00292,26.06,CVS Pharmacy,"Los Angeles, CA",2025-10-05T08:30:13,****5059,0
TXN00036,8.75,Shell Gas,"Dallas, TX",2025-10-07T14:18:13,****2049,0
TXN00799,56.97,Shell Gas,"Phoenix, AZ",2025-10-13T10:26:13,****3862,0
TXN00407,11.01,Chevron,"Philadelphia, PA",2025-09-30T10:08:13,****6140,0
TXN00459,23.8,Chevron,"San Antonio, TX",2025-09-25T13:03:13,****6671,0
TXN00993,3158.74,Online Casino,"Moscow, Russia",2025-10-01T05:52:13,****9745,1
TXN00369,63.21,Best Buy,"Austin, TX",2025-09-21T09:24:13,****5961,0
TXN00261,13.59,Amazon,"Chicago, IL",2025-09-24T13:50:13,****7566,0
TXN00677,10.32,Target,"Los Angeles, CA",2025-10-14T08:15:13,****9743,0
TXN00385,17.48,Shell Gas,"Houston, TX",2025-10-15T09:29:13,****1828,0
TXN00220,61.73,Starbucks,"Austin, TX",2025-09-28T06:55:13,****7242,0
TXN00559,98.66,Chevron,"Austin, TX",2025-10-11T08:53:13,****7431,0
TXN00577,77.74,Shell Gas,"Los Angeles, CA",2025-09-27T05:19:13,****6744,0
TXN00247,26.78,Walmart,"Jacksonville, FL",2025-10-18T04:51:13,****4522,0
TXN00624,410.81,Apple Store,"San Jose, CA",2025-10-20T11:45:13,****3877,0
TXN00815,256.66,Home Depot,"Chicago, IL",2025-10-05T04:38:13,****9123,0
TXN00441,97.13,Shell Gas,"Jacksonville, FL",2025-10-02T10:48:13,****9998,0
TXN00891,186.93,Costco,"Los Angeles, CA",2025-10-15T07:01:13,****6420,0
TXN00423,37.58,Home Depot,"New York, NY",2025-09-22T05:51:13,****4804,0
TXN00870,1113.55,Costco,"Austin, TX",2025-10-15T12:27:13,****2572,0
TXN00889,132.42,Walmart,"Chicago, IL",2025-09-30T05:38:13,****1891,0
TXN00688,31.12,Starbucks,"Chicago, IL",2025-10-16T07:05:13,****8982,0
TXN00323,16.0,CVS Pharmacy,"San Jose, CA",2025-10-05T10:43:13,****5720,0
TXN00361,118.99,Best Buy,"San Diego, CA",2025-10-21T10:56:13,****7044,0
TXN00928,96.14,Apple Store,"Austin, TX",2025-10-05T12:46:13,****6614,0
TXN00615,2000.0,Apple Store,"San Antonio, TX",2025-10-10T09:21:13,****8717,0
TXN00547,129.75,Walmart,"Los Angeles, CA",2025-09-25T02:23:13,****6707,0
TXN00866,30.52,Walmart,"Austin, TX",2025-10-10T09:35:13,****4994,0
TXN00838,12.21,Target,"Chicago, IL",2025-10-08T07:36:13,****9393,0
TXN00346,77.33,Apple Store,"San Antonio, TX",2025-10-13T07:42:13,****1939,0
TXN00517,115.74,Walmart,"Los Angeles, CA",2025-10-21T02:04:13,****6896,0
TXN00412,10.11,Starbucks,"San Diego, CA",2025-10-10T08:33:13,****5480,0
TXN00564,33.48,Apple Store,"Chicago, IL",2025-10-03T11:21:13,****8973,0
TXN00185,39.05,Target,"San Diego, CA",2025-10-04T10:11:13,****9903,0
TXN00171,14.38,Starbucks,"San Antonio, TX",2025-09-29T09:50:13,****7561,0
TXN00107,924.52,CVS Pharmacy,"Houston, TX",2025-10-19T11:11:13,****9890,0
TXN00438,6.89,Target,"San Antonio, TX",2025-09-30T09:35:13,****6095,0
TXN00941,8.0,McDonald's,"Philadelphia, PA",2025-10-18T13:51:13,****5155,0
TXN00470,23.02,Home Depot,"Austin, TX",2025-10-09T06:12:13,****7821,0
TXN00691,31.77,CVS Pharmacy,"Jacksonville, FL",2025-10-12T13:46:13,****1029,0
TXN00833,12.11,Apple Store,"San Diego, CA",2025-09-22T09:34:13,****3903,0
TXN00591,60.79,Apple Store,"Chicago, IL",2025-10-03T04:42:13,****6631,0
TXN00797,51.45,Apple Store,"Austin, TX",2025-10-06T14:27:13,****9383,0
TXN00109,80.34,Apple Store,"Jacksonville, FL",2025-10-21T04:44:13,****7232,0
TXN00728,91.96,Walmart,"San Jose, CA",2025-09-27T15:14:13,****9775,0
TXN00702,263.36,Walmart,"New York, NY",2025-10-12T20:16:13,****2715,0
TXN00729,24.3,Starbucks,"San Antonio, TX",2025-10-13T11:01:13,****8750,0
TXN00184,112.59,Amazon,"Phoenix, AZ",2025-09-28T11:55:13,****9022,0
TXN00859,23.85,Shell Gas,"Jacksonville, FL",2025-09-22T14:23:13,****6285,0
TXN00584,1645.89,Home Depot,"San Antonio, TX",2025-10-06T13:52:13,****5402,0
TXN00867,83.83,Amazon,"Austin, TX",2025-09-23T11:34:13,****2857,0
TXN00673,32.65,CVS Pharmacy,"Philadelphia, PA",2025-10-06T09:01:13,****6636,0
TXN00749,21.82,Chevron,"New York, NY",2025-09-24T05:43:13,****1145,0
TXN00938,157.99,Costco,"San Jose, CA",2025-09-23T09:16:13,****4096,0
TXN00781,71.28,Target,"Los Angeles, CA",2025-09-25T17:14:13,****8469,0
TXN00930,49.47,Target,"Los Angeles, CA",2025-10-21T12:37:13,****9263,0
TXN00545,5.0,Shell Gas,"Philadelphia, PA",2025-10-09T09:49:13,****9199,0
TXN00237,5.0,Home Depot,"New York, NY",2025-10-17T20:42:13,****4898,0
TXN00104,16.39,Chevron,"San Diego, CA",2025-10-01T13:04:13,****2269,0
TXN00100,38.4,Shell Gas,"Chicago, IL",2025-09-26T09:59:13,****6198,0
TXN00532,5.0,Starbucks,"San Antonio, TX",2025-10-13T05:07:13,****6980,0
TXN00222,5.0,Apple Store,"Dallas, TX",2025-10-11T03:18:13,****2035,0
TXN00080,5.0,McDonald's,"Austin, TX",2025-09-25T09:31:13,****2889,0
TXN00312,283.77,Costco,"San Antonio, TX",2025-10-05T09:22:13,****4271,0
TXN00786,276.21,CVS Pharmacy,"Austin, TX",2025-09-26T17:36:13,****5190,0
TXN00042,70.6,Home Depot,"San Antonio, TX",2025-10-10T11:03:13,****1887,0
TXN00542,10.03,Apple Store,"Austin, TX",2025-09-30T07:44:13,****6432,0
TXN00949,50.99,Target,"San Diego, CA",2025-09-22T08:27:13,****2049,0
TXN00632,541.49,Best Buy,"Jacksonville, FL",2025-10-05T21:38:13,****1201,0
TXN00060,235.88,Walmart,"Houston, TX",2025-10-10T12:04:13,****9900,0
TXN00726,41.43,Costco,"Dallas, TX",2025-10-07T03:32:13,****9561,0
TXN00378,71.88,Starbucks,"Jacksonville, FL",2025-10-11T05:37:13,****6658,0
TXN00426,425.36,Shell Gas,"Chicago, IL",2025-09-22T05:37:13,****5742,0
TXN00845,70.08,Amazon,"Dallas, TX",2025-10-18T19:23:13,****1869,0
TXN00898,68.04,Shell Gas,"San Diego, CA",2025-10-10T06:01:13,****2783,0
TXN00063,10.39,Target,"Phoenix, AZ",2025-10-18T03:45:13,****3546,0
TXN00655,2000.0,Costco,"San Diego, CA",2025-10-13T05:27:13,****3582,0
TXN00813,478.41,McDonald's,"Austin, TX",2025-09-28T13:10:13,****7305,0
TXN00082,93.29,Walmart,"San Jose, CA",2025-10-08T11:42:13,****6139,0
TXN00989,3184.55,Unknown Merchant,"Dallas, TX",2025-10-18T20:16:13,****3544,1
TXN00672,5.0,Best Buy,"Austin, TX",2025-09-26T09:31:13,****7266,0
TXN00917,135.89,Apple Store,"New York, NY",2025-10-05T04:04:13,****3713,0
TXN00014,5.0,Apple Store,"Austin, TX",2025-10-16T09:17:13,****3677,0
TXN00073,51.74,Chevron,"San Antonio, TX",2025-10-02T05:33:13,****4878,0
TXN00736,110.93,Costco,"Jacksonville, FL",2025-10-08T08:27:13,****4079,0
TXN00621,16.68,Chevron,"Philadelphia, PA",2025-10-09T08:44:13,****2083,0
TXN00227,60.12,McDonald's,"San Jose, CA",2025-09-28T06:36:13,****7797,0
TXN00801,223.06,CVS Pharmacy,"Los Angeles, CA",2025-10-18T04:36:13,****1751,0
TXN00984,3382.61,Foreign Exchange,"Moscow, Russia",2025-10-02T01:56:13,****7631,1
TXN00263,5.0,CVS Pharmacy,"Dallas, TX",2025-10-15T11:03:13,****6585,0
TXN00605,101.51,Apple Store,"Austin, TX",2025-10-16T09:46:13,****4490,0
TXN00853,20.99,Best Buy,"San Jose, CA",2025-09-24T05:37:13,****8259,0
TXN00639,7.89,Starbucks,"Los Angeles, CA",2025-10-04T10:09:13,****4287,0
TXN00539,247.01,CVS Pharmacy,"San Antonio, TX",2025-10-04T18:09:13,****9796,0
TXN00821,25.13,Walmart,"San Jose, CA",2025-09-21T08:13:13,****9328,0
TXN00674,31.28,Apple Store,"Dallas, TX",2025-10-11T11:21:13,****1427,0
TXN00398,416.05,CVS Pharmacy,"San Jose, CA",2025-10-12T10:31:13,****7035,0
TXN00658,52.66,McDonald's,"Dallas, TX",2025-10-20T07:16:13,****3848,0
TXN00585,71.72,Home Depot,"San Antonio, TX",2025-10-09T09:52:13,****2525,0
TXN00761,23.02,McDonald's,"Jacksonville, FL",2025-10-20T08:56:13,****4111,0
TXN00102,29.05,Chevron,"San Diego, CA",2025-09-23T13:37:13,****8777,0
TXN00942,202.08,Costco,"Dallas, TX",2025-10-08T08:53:13,****5514,0
TXN00498,41.04,Costco,"Philadelphia, PA",2025-10-13T06:27:13,****7112,0
TXN00850,24.62,Best Buy,"Dallas, TX",2025-09-26T05:48:13,****5712,0
TXN00207,118.22,CVS Pharmacy,"Phoenix, AZ",2025-10-20T23:50:13,****7484,0
TXN00956,6847.15,CVS Pharmacy,"Philadelphia, PA",2025-10-14T13:54:13,****4187,1
TXN00183,10.95,Costco,"San Antonio, TX",2025-10-11T02:00:13,****5377,0
TXN00133,11.1,Starbucks,"Houston, TX",2025-09-25T02:15:13,****8385,0
TXN00045,5.94,McDonald's,"Chicago, IL",2025-10-13T09:37:13,****2235,0
TXN00069,93.92,Walmart,"Los Angeles, CA",2025-09-21T03:35:13,****3442,0
TXN00784,136.44,Amazon,"Houston, TX",2025-10-14T07:24:13,****4460,0
TXN00536,58.62,Home Depot,"San Diego, CA",2025-10-17T08:17:13,****5139,0
TXN00099,55.02,Shell Gas,"New York, NY",2025-10-04T12:38:13,****2988,0
TXN00997,225.57,McDonald's,"Phoenix, AZ",2025-10-14T16:42:13,****1118,1
TXN00330,140.12,McDonald's,"San Diego, CA",2025-10-20T08:09:13,****5155,0
TXN00657,55.75,Best Buy,"Philadelphia, PA",2025-10-17T15:17:13,****6828,0
TXN00420,60.42,Home Depot,"Chicago, IL",2025-10-21T00:33:13,****3587,0
TXN00912,75.85,Walmart,"Jacksonville, FL",2025-09-21T08:39:13,****5480,0
TXN00290,21.45,Shell Gas,"San Jose, CA",2025-10-01T12:54:13,****8792,0
TXN00628,45.21,CVS Pharmacy,"Los Angeles, CA",2025-09-27T04:11:13,****8034,0
TXN00854,324.9,Best Buy,"Austin, TX",2025-09-29T07:09:13,****9955,0
TXN00565,330.9,Home Depot,"Dallas, TX",2025-09-29T02:33:13,****3838,0
TXN00510,15.7,CVS Pharmacy,"Jacksonville, FL",2025-10-19T10:10:13,****1879,0
TXN00700,41.37,Shell Gas,"San Antonio, TX",2025-10-10T09:26:13,****8855,0
TXN00537,15.02,Home Depot,"Chicago, IL",2025-09-29T11:08:13,****2211,0
TXN00820,269.95,Walmart,"San Antonio, TX",2025-10-08T17:57:13,****1002,0
TXN00397,5.0,Apple Store,"Philadelphia, PA",2025-10-05T04:58:13,****9025,0
TXN00552,43.23,CVS Pharmacy,"Houston, TX",2025-10-05T14:22:13,****6422,0
TXN00675,6.61,Starbucks,"San Jose, CA",2025-10-14T18:41:13,****5602,0
TXN00065,184.71,Home Depot,"Austin, TX",2025-09-24T13:01:13,****5114,0
TXN00739,663.95,Walmart,"Phoenix, AZ",2025-09-29T10:24:13,****9589,0
TXN00987,2128.55,Starbucks,"Lagos, Nigeria",2025-09-28T18:17:13,****5122,1
TXN00245,9.02,Costco,"San Jose, CA",2025-10-01T08:47:13,****6327,0
TXN00636,5.0,Costco,"Los Angeles, CA",2025-10-03T11:00:13,****1862,0
TXN00373,481.41,Home Depot,"San Jose, CA",2025-10-13T07:43:13,****7825,0
TXN00635,11.96,Best Buy,"Philadelphia, PA",2025-10-14T10:46:13,****6241,0
TXN00986,1895.08,McDonald's,"Phoenix, AZ",2025-09-27T17:37:13,****6950,1
TXN00190,5.63,Amazon,"Chicago, IL",2025-10-05T01:11:13,****2644,0
TXN00752,7.19,McDonald's,"San Antonio, TX",2025-09-24T12:16:13,****4575,0
TXN00389,227.16,McDonald's,"New York, NY",2025-10-03T09:09:13,****5728,0
TXN00519,63.37,Chevron,"Dallas, TX",2025-10-05T11:31:13,****2468,0
TXN00901,94.92,CVS Pharmacy,"Los Angeles, CA",2025-09-23T20:00:13,****1511,0
TXN00948,19.34,Target,"San Antonio, TX",2025-09-21T07:41:13,****2492,0
TXN00001,115.02,Home Depot,"Los Angeles, CA",2025-10-21T06:17:13,****4657,0
TXN00465,46.13,Target,"Dallas, TX",2025-10-12T12:34:13,****6224,0
TXN00376,17.27,Costco,"San Diego, CA",2025-10-19T07:22:13,****8202,0
TXN00555,90.6,Amazon,"Jacksonville, FL",2025-10-02T04:04:13,****8037,0
TXN00270,66.43,Amazon,"Houston, TX",2025-10-12T01:43:13,****3248,0
TXN00303,167.49,Starbucks,"Phoenix, AZ",2025-10-16T02:11:13,****8967,0
TXN00461,1040.12,Amazon,"Austin, TX",2025-10-08T07:33:13,****1256,0
TXN00871,41.87,Target,"Dallas, TX",2025-10-04T22:28:13,****4453,0
TXN00544,474.54,CVS Pharmacy,"Dallas, TX",2025-10-04T08:56:13,****4621,0
TXN00071,93.89,McDonald's,"Chicago, IL",2025-10-20T11:35:13,****1653,0
TXN00165,231.61,McDonald's,"Jacksonville, FL",2025-10-11T08:31:13,****2496,0
TXN00568,12.04,Target,"Houston, TX",2025-09-25T10:57:13,****9281,0
TXN00614,10.09,Chevron,"New York, NY",2025-10-10T02:24:13,****7337,0
TXN00282,147.41,Best Buy,"Los Angeles, CA",2025-10-17T13:21:13,****3504,0
TXN00480,292.76,Best Buy,"Jacksonville, FL",2025-10-02T07:07:13,****4921,0
TXN00750,6.62,Shell Gas,"Chicago, IL",2025-10-01T13:41:13,****1138,0
TXN00332,14.21,CVS Pharmacy,"Austin, TX",2025-10-01T14:55:13,****6447,0
TXN00357,53.1,Walmart,"Austin, TX",2025-09-21T05:12:13,****6692,0
TXN00945,871.27,Apple Store,"Philadelphia, PA",2025-09-27T06:45:13,****3262,0
TXN00192,197.27,McDonald's,"Austin, TX",2025-10-17T15:42:13,****5342,0
TXN00581,90.72,Costco,"San Jose, CA",2025-10-13T02:00:13,****2560,0
TXN00195,70.79,Chevron,"New York, NY",2025-10-02T15:52:13,****5708,0
TXN00502,957.31,Home Depot,"New York, NY",2025-09-29T14:01:13,****8109,0
TXN00958,6522.18,Home Depot,"Los Angeles, CA",2025-09-21T06:16:13,****9813,1
TXN00556,29.44,McDonald's,"New York, NY",2025-09-29T13:15:13,****2025,0
TXN00302,23.56,Walmart,"Austin, TX",2025-09-30T11:09:13,****1298,0
TXN00573,89.16,Walmart,"San Jose, CA",2025-10-18T11:58:13,****7010,0
TXN00975,4906.73,Cash Advance,"Houston, TX",2025-10-12T22:41:13,****4863,1
TXN00724,166.48,Best Buy,"Austin, TX",2025-10-17T05:16:13,****6238,0
TXN00497,11.52,Walmart,"Los Angeles, CA",2025-10-05T14:20:13,****9625,0
TXN00041,165.29,Best Buy,"San Diego, CA",2025-09-26T11:26:13,****2588,0
TXN00939,78.7,Amazon,"Jacksonville, FL",2025-09-28T05:56:13,****9561,0
TXN00138,33.68,CVS Pharmacy,"San Antonio, TX",2025-10-06T09:17:13,****8800,0
TXN00742,8.01,CVS Pharmacy,"Houston, TX",2025-10-13T11:03:13,****9275,0
TXN00367,76.41,Chevron,"Chicago, IL",2025-10-12T14:12:13,****4694,0
TXN00387,91.16,Costco,"Dallas, TX",2025-10-21T05:05:13,****3194,0
TXN00706,135.51,Target,"New York, NY",2025-10-18T12:20:13,****7705,0
TXN00022,38.91,Walmart,"Chicago, IL",2025-10-01T13:49:13,****7916,0
TXN00198,68.76,Starbucks,"New York, NY",2025-10-12T11:05:13,****3385,0
TXN00751,13.67,Best Buy,"Phoenix, AZ",2025-10-02T05:13:13,****5511,0
TXN00450,11.15,CVS Pharmacy,"New York, NY",2025-10-09T13:32:13,****4570,0
TXN00825,27.99,Home Depot,"Houston, TX",2025-10-21T11:39:13,****5783,0
TXN00356,12.14,Walmart,"Chicago, IL",2025-09-24T16:21:13,****8292,0
TXN00775,138.76,Apple Store,"Chicago, IL",2025-10-06T05:43:13,****2442,0
TXN00855,459.78,CVS Pharmacy,"San Jose, CA",2025-10-15T06:20:13,****5819,0
TXN00808,26.63,Target,"San Jose, CA",2025-10-09T05:53:13,****1472,0
TXN00572,674.96,Shell Gas,"San Jose, CA",2025-09-28T06:01:13,****9369,0
TXN00325,12.07,Walmart,"Los Angeles, CA",2025-09-25T03:54:13,****9782,0
TXN00972,1212.49,Costco,"Chicago, IL",2025-10-13T17:17:13,****5413,1
TXN00500,6.86,Costco,"Austin, TX",2025-09-25T04:51:13,****1519,0
TXN00977,2396.84,Cash Advance,Offshore,2025-09-28T05:12:13,****8972,1
TXN00110,48.83,Shell Gas,"New York, NY",2025-09-21T10:44:13,****7389,0
TXN00957,4655.6,Amazon,"Kiev, Ukraine",2025-10-08T17:00:13,****2744,1
TXN00550,22.07,Starbucks,"Los Angeles, CA",2025-10-12T16:47:13,****2885,0
TXN00719,31.65,Chevron,"Austin, TX",2025-09-24T01:56:13,****4860,0
TXN00158,111.14,Shell Gas,"Jacksonville, FL",2025-10-02T10:30:13,****4792,0
TXN00661,23.09,Amazon,"New York, NY",2025-09-25T06:18:13,****3141,0
TXN00365,153.73,Shell Gas,"San Diego, CA",2025-09-30T09:24:13,****3981,0
TXN00858,110.73,Target,"Chicago, IL",2025-10-03T05:32:13,****6415,0
TXN00062,41.33,Amazon,"Austin, TX",2025-09-25T08:33:13,****2697,0
TXN00641,32.99,Shell Gas,"Philadelphia, PA",2025-10-03T00:43:13,****4201,0
TXN00778,37.66,Amazon,"Philadelphia, PA",2025-09-27T05:20:13,****1293,0
TXN00347,6.22,Walmart,"Austin, TX",2025-10-01T11:00:13,****3621,0
TXN00634,28.78,Target,"New York, NY",2025-10-04T04:47:13,****7870,0
TXN00703,18.98,Walmart,"Philadelphia, PA",2025-10-16T04:22:13,****2228,0
TXN00094,33.4,Walmart,"Houston, TX",2025-09-30T11:41:13,****4262,0
TXN00512,50.63,Starbucks,"New York, NY",2025-10-01T12:04:13,****9038,0
TXN00162,177.79,Target,"Los Angeles, CA",2025-10-20T14:13:13,****5728,0
TXN00931,23.74,Home Depot,"San Antonio, TX",2025-09-25T14:26:13,****3906,0
TXN00092,233.45,Shell Gas,"San Diego, CA",2025-10-07T07:00:13,****8752,0
TXN00921,273.27,Shell Gas,"Austin, TX",2025-10-06T09:55:13,****3641,0
TXN00960,3439.81,Amazon,Unknown Location,2025-10-13T19:28:13,****7269,1
TXN00159,9.14,Costco,"Jacksonville, FL",2025-10-12T07:03:13,****2166,0
TXN00611,145.7,Best Buy,"Dallas, TX",2025-10-02T09:45:13,****7418,0
TXN00705,5.29,CVS Pharmacy,"New York, NY",2025-10-08T02:22:13,****8113,0
TXN00487,20.7,Shell Gas,"Dallas, TX",2025-10-01T02:11:13,****5216,0
TXN00708,759.14,Home Depot,"Phoenix, AZ",2025-10-12T13:29:13,****7437,0
TXN00803,63.07,Shell Gas,"San Jose, CA",2025-10-13T04:27:13,****7105,0
TXN00596,25.41,Walmart,"Austin, TX",2025-10-10T13:09:13,****3711,0
TXN00908,167.23,CVS Pharmacy,"Jacksonville, FL",2025-10-06T02:30:13,****4585,0
TXN00010,123.2,Apple Store,"Houston, TX",2025-09-29T15:50:13,****4733,0
TXN00249,771.38,McDonald's,"San Antonio, TX",2025-09-28T15:05:13,****6120,0
TXN00809,359.11,Home Depot,"Jacksonville, FL",2025-09-23T13:34:13,****8997,0
TXN00406,138.97,CVS Pharmacy,"Jacksonville, FL",2025-10-20T06:59:13,****4397,0
TXN00123,447.73,CVS Pharmacy,"Phoenix, AZ",2025-09-27T10:54:13,****2876,0
TXN00599,28.04,Shell Gas,"Los Angeles, CA",2025-10-17T08:59:13,****8291,0
TXN00283,589.35,Home Depot,"Los Angeles, CA",2025-10-16T01:52:13,****9095,0
TXN00814,73.32,Target,"Dallas, TX",2025-09-23T00:29:13,****1190,0
TXN00172,16.06,Chevron,"New York, NY",2025-10-07T15:16:13,****6296,0
TXN00969,6680.15,Cash Advance,"San Diego, CA",2025-10-20T05:00:13,****6689,1
TXN00333,61.17,Target,"New York, NY",2025-10-10T08:40:13,****3868,0
TXN00445,7.72,Amazon,"Dallas, TX",2025-09-23T09:56:13,****9792,0
TXN00649,38.61,Walmart,"San Jose, CA",2025-10-03T15:50:13,****3141,0
TXN00242,45.97,Costco,"San Diego, CA",2025-10-01T01:29:13,****8847,0
TXN00116,85.83,Target,"San Diego, CA",2025-10-16T16:08:13,****6363,0
TXN00224,5.0,Walmart,"Chicago, IL",2025-10-20T02:13:13,****9071,0
TXN00683,24.86,Best Buy,"San Jose, CA",2025-10-14T20:02:13,****1011,0
TXN00885,151.84,Amazon,"San Jose, CA",2025-10-02T10:57:13,****2394,0
TXN00054,136.66,McDonald's,"Los Angeles, CA",2025-09-21T04:17:13,****1651,0
TXN00370,17.12,Apple Store,"Dallas, TX",2025-10-19T10:22:13,****3526,0
TXN00924,19.1,Amazon,"Chicago, IL",2025-10-13T02:59:13,****7642,0
TXN00306,65.1,Home Depot,"Philadelphia, PA",2025-09-23T06:24:13,****7172,0
TXN00654,10.38,Walmart,"Dallas, TX",2025-10-10T01:19:13,****8404,0
TXN00493,61.32,Chevron,"San Diego, CA",2025-10-10T15:52:13,****8916,0
TXN00260,174.5,Costco,"Jacksonville, FL",2025-09-27T12:11:13,****6751,0
TXN00126,1459.26,Walmart,"San Jose, CA",2025-09-29T05:17:13,****2669,0
TXN00919,27.95,Target,"Chicago, IL",2025-10-10T07:40:13,****2938,0
TXN00563,201.68,Target,"Philadelphia, PA",2025-09-29T14:08:13,****7852,0
TXN00763,2000.0,Home Depot,"Philadelphia, PA",2025-10-05T12:22:13,****3967,0
TXN00044,34.76,Walmart,"Houston, TX",2025-10-15T13:04:13,****3296,0
TXN00746,18.38,CVS Pharmacy,"Jacksonville, FL",2025-10-19T12:08:13,****1813,0
TXN00645,37.77,Walmart,"Houston, TX",2025-10-05T00:06:13,****9061,0
TXN00163,310.41,Shell Gas,"Los Angeles, CA",2025-10-07T06:48:13,****7594,0
TXN00331,53.6,CVS Pharmacy,"New York, NY",2025-10-10T06:10:13,****4950,0
TXN00964,4762.03,Cash Advance,Unknown Location,2025-10-14T23:17:13,****4965,1
TXN00698,8.36,Starbucks,"Phoenix, AZ",2025-09-26T15:32:13,****1788,0
TXN00399,45.98,Starbucks,"Austin, TX",2025-10-17T23:55:13,****6040,0
TXN00485,17.56,CVS Pharmacy,"Chicago, IL",2025-10-21T12:33:13,****7841,0
TXN00214,145.05,Costco,"Philadelphia, PA",2025-09-28T11:20:13,****3165,0
TXN00682,10.04,Chevron,"Phoenix, AZ",2025-10-16T10:27:13,****1920,0
TXN00534,8.88,Home Depot,"Dallas, TX",2025-10-21T02:03:13,****4434,0
TXN00097,85.13,Shell Gas,"San Antonio, TX",2025-10-14T13:48:13,****1090,0
TXN00929,571.51,Shell Gas,"San Jose, CA",2025-10-03T16:08:13,****7315,0
TXN00753,12.63,Shell Gas,"Phoenix, AZ",2025-09-30T08:53:13,****7506,0
TXN00472,5.0,Shell Gas,"Houston, TX",2025-09-24T12:38:13,****3365,0
TXN00204,265.26,Apple Store,"Phoenix, AZ",2025-10-01T00:48:13,****5097,0
TXN00035,187.51,CVS Pharmacy,"Jacksonville, FL",2025-10-15T07:07:13,****7118,0
TXN00756,2000.0,Shell Gas,"Los Angeles, CA",2025-10-10T23:52:13,****6327,0
TXN00254,256.9,Starbucks,"Austin, TX",2025-09-21T05:37:13,****1842,0
TXN00454,116.29,Starbucks,"San Antonio, TX",2025-10-07T03:34:13,****7184,0
TXN00790,5.0,Best Buy,"Jacksonville, FL",2025-09-30T08:13:13,****7895,0
TXN00395,320.27,Shell Gas,"Chicago, IL",2025-10-02T04:24:13,****6373,0
TXN00255,5.59,Costco,"San Jose, CA",2025-10-12T10:56:13,****9313,0
TXN00732,12.58,Amazon,"Jacksonville, FL",2025-10-06T02:35:13,****7102,0
TXN00787,190.73,Chevron,"San Jose, CA",2025-10-20T09:29:13,****2771,0
TXN00125,131.67,Apple Store,"Austin, TX",2025-09-22T02:07:13,****4249,0
TXN00013,78.49,Starbucks,"Houston, TX",2025-09-30T11:33:13,****2169,0
TXN00849,20.98,Apple Store,"Austin, TX",2025-09-28T09:18:13,****7371,0
TXN00391,14.19,Apple Store,"Austin, TX",2025-10-02T14:26:13,****7453,0
TXN00837,558.78,Costco,"San Antonio, TX",2025-09-21T12:14:13,****8419,0
TXN00257,365.17,Starbucks,"Dallas, TX",2025-10-10T15:15:13,****4705,0
TXN00862,5.62,Chevron,"Houston, TX",2025-09-21T13:28:13,****9276,0
TXN00918,72.23,Best Buy,"Los Angeles, CA",2025-10-05T08:19:13,****3461,0
TXN00197,14.5,Shell Gas,"Chicago, IL",2025-09-29T12:31:13,****1753,0
TXN00186,159.33,McDonald's,"San Diego, CA",2025-09-22T12:20:13,****4912,0
TXN00482,13.02,Home Depot,"Philadelphia, PA",2025-10-12T13:00:13,****9147,0
TXN00557,26.27,Apple Store,"Los Angeles, CA",2025-09-26T04:21:13,****6993,0
